"";"X.YEAR2018";"X.YEAR2019";"X.YEAR2020";"X.YEAR2021";"X.YEAR2022";"X.YEAR2023";"X.YEAR2024";"X.YEAR2025"
"outcomes";0;0;0;0,01;0;0,05;0,02;0,04
"fi";0;0;0,13;0;0;0,01;0,01;0,05
"addressed";0;0;0;0,01;0;0;0,01;0,01
"responsible";0;0;0;0,02;0;0,02;0,01;0,03
"involved";0;0;0;0;0;0;0,01;0,01
"considering";0;0;0;0;0;0;0,01;0,02
"various";0;0,06;0;0,05;0;0;0,02;0,03
"factors";0;0;0;0,02;0;0,01;0,01;0,04
"aligned";0;0;0,02;0;0;0,01;0,01;0,01
"needs";0;0;0;0,02;0,03;0,01;0,02;0,04
"exploration";0;0;0;0,02;0;0,01;0;0,01
"po";0;0;0,49;0,02;0,03;0,02;0,04;0,09
"conducted";0;0;0;0,01;0;0;0,01;0,02
"two";0;0;0;0,05;0,12;0,01;0,01;0,05
"ais";0;0;0,17;0,01;0;0;0;0,01
"decision";0;0;0,11;0,04;0;0,01;0;0,03
"user";0,01;0;0;0;0;0,02;0,01;0,03
"friendly";0;0;0;0;0;0,01;0;0,01
"well";0;0;0,02;0,03;0,03;0,01;0,03;0,09
"comparative";0;0;0,02;0,04;0,03;0;0;0,01
"features";0;0;0;0;0;0,01;0,01;0,02
"efficiency";0;0;0,02;0;0;0;0;0,01
"align";0;0;0;0;0;0;0;0,01
"due";0;0;0;0;0;0;0,01;0,03
"ins";0;0;0,09;0;0;0,01;0,02;0,03
"through";0;0;0,02;0,04;0,12;0,05;0,03;0,1
"institutional";0;0;0;0,01;0;0,01;0;0,01
"would";0;0;0;0,02;0;0;0,01;0,06
"create";0;0;0;0,05;0;0,02;0,02;0,04
"second";0;0;0;0,03;0,03;0,02;0,02;0,03
"provided";0;0;0;0,01;0;0;0,01;0,03
"feature";0;0;0;0,02;0;0;0,01;0,01
"implemented";0;0;0;0;0;0;0;0,01
"module";0;0;0;0;0;0,01;0,01;0,03
"taught";0,01;0;0;0,02;0;0;0;0,01
"year";0,01;0;0,02;0,03;0;0,01;0,02;0,07
"translation";0;0;0;0,01;0;0,02;0,01;0,01
"inter";0,01;0;0,11;0,05;0,03;0,01;0,03;0,08
"degree";0;0;0;0;0;0;0,01;0,01
"spanish";0;0;0;0,01;0;0;0,01;0,02
"participants";0;0;0;0;0;0;0,03;0,05
"mixed";0;0;0;0,02;0;0;0;0,01
"including";0;0;0;0,02;0;0,02;0,01;0,05
"bilingual";0;0;0;0;0;0;0,01;0
"another";0;0;0;0;0;0;0,01;0,03
"interest";0;0;0;0,03;0;0,02;0;0,02
"those";0;0;0;0,01;0;0,02;0,01;0,04
"french";0;0;0;0;0;0;0;0,01
"third";0;0;0;0,01;0;0,01;0,01;0,01
"proficiency";0;0;0;0,01;0;0;0;0,01
"b2";0;0;0;0;0;0;0,02;0,01
"corresponding";0;0;0;0;0;0;0,01;0
"therefore";0;0;0;0,03;0;0;0;0,03
"format";0;0;0;0;0;0;0,01;0,01
"proposed";0;0;0;0,01;0;0;0;0,01
"meeting";0;0;0;0,01;0;0,01;0;0,02
"standards";0;0;0,09;0,03;0;0,01;0,01;0,04
"register";0;0;0;0,01;0;0;0;0,01
"initial";0;0;0;0;0;0;0;0,01
"step";0;0;0;0;0;0,01;0,01;0,01
"didactic";0;0;0;0;0;0;0;0,01
"initiative";0,01;0;0,09;0,03;0;0;0,01;0,01
"chosen";0;0;0;0;0;0;0;0,01
"setting";0;0;0;0,01;0;0,01;0,01;0,04
"purposes";0;0;0;0;0;0;0,02;0,02
"essay";0;0;0;0,01;0;0,01;0;0,01
"groups";0;0;0;0,05;0;0,01;0,01;0,02
"four";0,01;0;0;0,03;0;0;0,01;0,01
"upon";0,01;0;0;0;0;0;0,01;0,01
"informed";0;0;0;0,01;0;0;0,01;0,01
"types";0;0;0;0;0,09;0,01;0;0,01
"moodle";0;0;0;0,01;0;0,03;0,01;0,02
"small";0,01;0;0;0;0;0;0;0,01
"fair";0;0;0,09;0,03;0;0,01;0,01;0
"participation";0;0;0;0,08;0,03;0;0,01;0,01
"members";0;0;0;0,01;0;0;0;0,01
"facilitate";0;0;0;0;0,03;0;0,01;0,02
"interaction";0;0;0;0,03;0;0,02;0,01;0,03
"foster";0,01;0;0;0,03;0;0;0,01;0,02
"provision";0;0;0;0;0;0;0;0,01
"acceptance";0;0;0;0;0;0,03;0;0,01
"lessons";0,01;0;0;0,02;0;0,01;0,01;0,01
"having";0;0;0;0;0;0,01;0,01;0,02
"ensuring";0;0;0;0,01;0;0;0;0,02
"expectations";0;0;0;0;0;0;0;0,02
"creation";0;0;0;0,01;0;0,02;0,01;0,01
"given";0;0;0;0,02;0;0;0,01;0,03
"your";0,01;0;0;0,04;0;0,03;0,02;0,21
"team";0;0;0;0;0;0,01;0,02;0,03
"bridging";0,03;0;0;0,02;0;0;0;0
"gaps";0;0;0;0,02;0;0,01;0;0,01
"people";0,01;0;0;0,09;0;0;0,01;0,02
"cultures";0;0;0;0;0;0,01;0,02;0,02
"promote";0;0;0;0;0;0;0,01;0,01
"explain";0,01;0;0;0;0;0;0;0,01
"think";0,02;0;0;0,06;0;0,01;0,01;0,07
"opinion";0,01;0;0;0,05;0;0;0,01;0,01
"c1";0;0;0;0;0;0;0,01;0,02
"book";0;0;0;0;0;0,02;0,01;0,03
"2nd";0;0;0;0;0;0;0;0,01
"option";0;0;0;0;0;0;0,01;0,01
"aforementioned";0;0;0;0;0;0;0,01;0,01
"survey";0;0;0;0,08;0;0,04;0,03;0,04
"created";0;0;0;0,03;0;0;0,01;0,02
"event";0;0;0;0,01;0,12;0;0,01;0,01
"assisted";0;0;0,06;0,01;0;0,01;0,01;0,02
"member";0;0;0;0,05;0;0;0;0,01
"tional";0;0;0,02;0;0;0;0,01;0,01
"method";0;0;0;0;0;0;0,01;0,02
"accurate";0;0;0;0,01;0;0;0;0,01
"feed";0,01;0;0;0;0;0;0;0,02
"engaged";0;0;0;0;0;0,01;0;0,01
"carefully";0;0;0;0;0;0;0;0,02
"selecting";0;0;0;0,01;0;0,01;0;0,02
"outcome";0;0;0;0,03;0;0;0;0,02
"essays";0;0;0,02;0,02;0;0,01;0;0,01
"true";0,01;0,3;0;0,01;0;0;0;0
"despite";0;0;0;0;0;0;0,01;0,01
"importance";0;0,06;0;0,01;0;0,01;0,02;0,03
"offer";0;0;0;0,02;0;0;0,01;0,04
"alternative";0;0;0;0;0;0;0,01;0,01
"lesson";0;0;0;0;0;0;0;0,02
"experience";0,01;0;0;0,01;0;0,01;0,02;0,04
"evaluate";0;0;0;0;0;0;0,01;0,02
"useful";0;0;0;0,01;0;0;0,01;0,03
"whether";0;0;0;0,01;0;0;0;0,04
"examples";0;0,06;0;0,03;0,03;0;0,01;0,02
"programme";0;0;0;0,03;0;0,05;0;0,01
"cons";0;0;0,02;0;0,09;0,01;0,02;0,03
"classes";0;0;0;0,02;0;0;0;0,03
"add";0;0;0;0,03;0;0;0;0,01
"recommendations";0;0;0;0,03;0;0,01;0,03;0,01
"ap";0;0;0;0;0;0,04;0,01;0,01
"style";0;0;0;0;0;0,01;0;0,01
"traditional";0;0;0;0,01;0;0;0,01;0,02
"pen";0;0;0,02;0;0;0,01;0;0,02
"continuous";0;0;0;0;0;0;0;0,01
"lecturer";0;0;0;0;0;0;0;0,01
"vice";0;0;0;0,06;0;0;0,01;0
"discuss";0;0;0;0,01;0;0;0;0,01
"faculty";0,01;0;0;0,01;0,06;0,01;0,01;0,01
"feel";0;0;0;0;0,03;0,01;0,01;0,02
"manage";0;0;0;0;0;0;0;0,01
"dar|datar";0;0;0;0;0,06;0,04;0;0,01
"once";0,02;0;0;0;0;0,01;0,01;0,01
"distributed";0;0;0,02;0;0;0;0;0,01
"responsibilities";0;0;0;0,01;0;0;0;0,01
"supported";0;0;0,06;0;0;0,01;0,01;0,02
"ongoing";0;0;0;0;0;0;0;0,01
"peer";0,06;0;0;0,01;0;0,01;0,01;0,01
"files";0,02;0;0,15;0,05;0;0,03;0,04;0,03
"document";0;0,06;0;0,04;0;0,01;0,01;0,02
"monitor";0,01;0;0;0,03;0;0;0,01;0,02
"progress";0;0;0;0,03;0;0,01;0,01;0,02
"opportunity";0,01;0;0;0,01;0;0;0;0,01
"addition";0;0;0;0;0;0;0,01;0,01
"during";0;0;0;0,02;0;0,01;0,02;0,04
"comment";0;0;0;0,03;0;0;0;0
"intention";0,01;0;0;0;0;0,01;0;0,01
"throughout";0;0;0;0;0;0;0;0,01
"together";0;0;0,02;0,01;0;0,01;0;0,01
"free";0;0;0;0,08;0;0,01;0,01;0,02
"correct";0;0;0;0;0;0,01;0,01;0
"improve";0;0;0;0,01;0,03;0,02;0,01;0,05
"instance";0;0;0;0;0;0,01;0,01;0,01
"always";0;0;0;0;0;0;0;0,02
"put";0;0;0;0,02;0;0;0;0,01
"provides";0;0;0;0,03;0;0;0,01;0,01
"aligns";0;0;0;0;0;0;0;0,01
"set";0;0;0;0,03;0;0,01;0,02;0,04
"cambridge";0,26;0,06;0;0,07;0;0,01;0,03;0,06
"exams";0;0;0;0;0;0,01;0;0,01
"advanced";0;0;0,04;0,01;0;0,05;0,01;0,03
"guidelines";0;0;0;0,02;0;0,01;0,02;0,02
"included";0;0;0;0;0;0;0,01;0,01
"communicative";0;0;0;0;0;0;0,01;0,02
"items";0;0;0;0;0;0,01;0,01;0,01
"action";0;0;0;0,03;0,03;0,01;0,01;0,02
"ability";0;0;0;0,01;0;0,01;0,01;0,02
"variety";0,01;0;0;0;0;0;0;0,01
"complexity";0;0;0;0,02;0;0;0,01;0
"vocabulary";0;0;0;0,01;0;0;0;0,02
"source";0;0;0;0,03;0,03;0,02;0,01;0,02
"furthermore";0;0;0;0;0;0;0,01;0,02
"positive";0;0;0;0,01;0;0;0,03;0,03
"negative";0;0;0;0,01;0;0;0,02;0,02
"requires";0;0;0;0;0;0;0;0,01
"careful";0;0;0;0;0;0;0;0,01
"tions";0;0;0;0;0;0;0,01;0,02
"required";0;0;0;0;0;0;0,01;0,01
"non";0;0;0,02;0,02;0,03;0,05;0,01;0,02
"workspace";0;0;0;0;0;0;0;0,01
"up";0;0;0;0,06;0;0,02;0,01;0,04
"completion";0;0;0;0;0;0;0;0,01
"port";0,01;0;0;0,01;0;0,01;0;0
"possible";0;0;0;0,04;0;0;0,01;0,03
"moreover";0;0;0;0;0;0;0,01;0,01
"sensitive";0;0;0;0,01;0;0;0,01;0
"train";0;0;0;0,02;0;0;0;0,01
"els";0,01;0;0;0,03;0;0;0,01;0
"particularly";0;0;0;0;0;0;0;0,03
"contribution";0;0;0;0,01;0,03;0;0,01;0,01
"creator";0;0;0;0;0,06;0;0,01;0,01
"discussion";0;0;0,09;0,01;0;0;0,01;0,03
"introducing";0;0;0;0;0;0,01;0;0,01
"individuals";0;0;0,02;0,02;0;0;0,01;0,01
"try";0;0;0;0,02;0;0,01;0;0,01
"technologies";0,01;0;0,15;0,07;0,03;0,07;0,07;0,12
"barro";0;0;0;0;0;0,01;0;0,01
"others";0;0;0;0,02;0;0;0;0,01
"generate";0;0;0;0,02;0;0,01;0,01;0,02
"stakeholders";0;0;0;0,03;0;0;0,01;0,01
"offers";0;0;0;0,02;0;0;0;0,01
"enhancing";0;0;0;0,02;0;0,02;0,01;0,03
"relation";0;0;0,02;0,03;0;0;0,01;0,01
"objective";0;0;0;0,01;0,03;0,01;0,01;0,03
"placer";0,02;0;0;0,03;0;0,02;0,01;0,03
"improvement";0;0;0,02;0;0;0;0,01;0,01
"tive";0;0;0;0;0;0;0;0,01
"capacity";0;0;0;0,01;0;0;0;0,01
"valuable";0,01;0;0;0;0;0;0;0,01
"partici";0;0;0,09;0;0;0;0,01;0,02
"intellectual";0;0;0;0;0;0,01;0,01;0,03
"integrity";0;0;0;0,01;0;0,07;0,02;0,03
"authorship";0;0;0;0;0,06;0;0,01;0,01
"gener";0;0;0;0;0;0;0;0,01
"lead";0;0,06;0,02;0,03;0;0;0,01;0,02
"indi";0;0;0,04;0;0;0;0,01;0,01
"effort";0;0;0;0;0;0,01;0;0,01
"expression";0;0;0;0,16;0;0;0,01;0,01
"learn";0;0;0,04;0,09;0;0,03;0,03;0,05
"styles";0;0,06;0;0;0;0;0,01;0,01
"shows";0;0;0;0,04;0;0;0;0
"conclusions";0;0;0;0,01;0;0;0;0,01
"navigating";0;0;0;0;0;0;0,01;0,01
"increasingly";0;0,06;0;0,01;0;0,01;0;0,01
"methodologies";0;0;0;0;0;0,01;0;0,01
"technological";0;0,06;0;0,03;0;0,01;0,04;0,06
"speaking";0;0;0;0,01;0;0;0,01;0,03
"rapid";0,01;0;0;0;0;0,01;0;0,01
"trans";0,01;0;0,13;0,06;0;0,01;0,02;0,03
"formative";0;0;0;0;0;0,01;0,01;0,01
"changes";0;0;0;0,01;0;0;0;0,01
"prepared";0;0;0;0,01;0;0,01;0;0,01
"challenge";0,01;0;0;0,03;0;0,02;0,01;0,02
"adapting";0;0;0;0;0;0;0;0,02
"develop";0;0;0,02;0,01;0,03;0,01;0,02;0,03
"adapt";0;0;0;0,01;0;0;0,01;0,02
"revolution";0,01;0;0;0,08;0;0,01;0,01;0,01
"consideration";0;0;0;0;0;0;0;0,02
"implications";0;0;0,06;0,08;0;0,02;0,03;0,04
"essential";0;0;0;0,02;0;0;0,02;0,03
"fostering";0;0;0;0,03;0;0,01;0,01;0,01
"settings";0;0;0;0;0;0,01;0,01;0,03
"tech";0,03;0;0,02;0,19;0;0,09;0,03;0,04
"rules";0,01;0;0;0,02;0;0;0;0
"avoid";0;0;0;0;0;0;0;0,01
"references";0;0;0;0;0;0;0,01;0,01
"historical";0;0;0;0;0,06;0;0,01;0,01
"recent";0;0;0;0,01;0;0,02;0,01;0,02
"developments";0;0;0;0,01;0;0;0,01;0
"applied";0;0;0;0,02;0;0,03;0,01;0,04
"service";0;0;0,04;0,01;0;0,01;0,03;0,03
"predicting";0;0;0;0,01;0;0;0;0,01
"skill";0,01;0;0;0;0;0;0;0,01
"feduc";0;0;0;0;0;0;0;0,02
"1017";0;0;0;0;0;0;0,01;0
"Vol";0,02;0;0,06;0,21;0,18;0,02;0,04;0,04
"260";0,01;0;0,02;0;0;0,01;0;0,01
"269";0;0;0;0;0;0;0,01;0,01
"1111";0,01;0;0;0;0;0,03;0,02;0,01
"collaboration";0;0;0;0,01;0;0,01;0,01;0,02
"cooperation";0;0;0,02;0,03;0;0;0,01;0
"s10639";0;0;0;0;0;0,01;0,01;0,01
"rana";0;0;0;0,01;0;0,02;0;0,01
"success";0,01;0;0;0;0,03;0;0,01;0,02
"problems";0,01;0;0;0;0,03;0,01;0,02;0,02
"zhang";0;0;0;0,02;0,03;0,02;0,02;0,04
"sun";0;0;0;0;0;0;0;0,01
"perspective";0;0;0,02;0,03;0;0,02;0,06;0,05
"scientific";0,01;0,12;0,04;0,16;0,03;0,02;0,03;0,05
"grammarly";0;0;0;0;0;0;0,03;0,01
"multiple";0;0;0;0,01;0;0,02;0,02;0,01
"networks";0,02;0,06;0;0,05;0;0,02;0,01;0,03
"1186";0;0;0;0;0;0,03;0,03;0,03
"list";0;0;0;0,02;0,03;0;0;0,01
"hdl";0;0;0;0;0;0,02;0,02;0,01
"aied";0,01;0;0,02;0,03;0;0;0;0
"pathways";0;0;0;0;0;0;0;0,01
"electronic";0;0;0;0,01;0;0,01;0,01;0,01
"value";0,01;0;0,02;0,05;0;0,02;0,01;0,02
"orientation";0;0;0;0,04;0;0;0;0,01
"arts";0,01;0,06;0;0,01;0;0,01;0;0,01
"effects";0;0;0,02;0,01;0;0,01;0,03;0,03
"compedu";0;0;0;0;0;0,02;0,01;0,01
"supports";0;0;0;0;0;0;0;0,02
"206";0,01;0;0;0,03;0;0;0,01;0,01
"exploratory";0;0;0,02;0,01;0;0;0,01;0,02
"investigation";0;0;0;0,01;0;0;0;0,02
"reform";0;0;0;0,01;0;0;0;0
"current";0;0;0,02;0,04;0;0,02;0,01;0,04
"status";0,01;0;0;0;0;0;0,01;0,02
"prospects";0;0;0;0;0,03;0,01;0;0,01
"reading";0,02;0;0;0;0;0,02;0,02;0,02
"león";0;0;0;0;0,03;0,04;0,03;0,02
"altura";0,04;0;0;0;0,57;0,01;0,01;0
"tificial";0;0;0,04;0,03;0,03;0,08;0,06;0,02
"et";0,02;0;0,06;0,03;0;0,05;0,04;0,05
"fer";0;0;0;0;0;0;0;0,01
"tuales";0;0;0,02;0;0;0,01;0,01;0,01
"fa";0;0;0,04;0,02;0;0;0,01;0,03
"ses";0;0;0,19;0;0;0;0,01;0,02
"destinar";0,02;0,12;0,11;0,03;0,03;0,04;0,05;0,06
"márquez";0;0;0;0;0;0,01;0,01;0,01
"extender";0,05;0;0,02;0,03;0;0,06;0,06;0,06
"anterioridad";0;0,06;0,02;0,03;0;0;0;0,01
"ficial";0;0;0,04;0,01;0,03;0;0,01;0,02
"obser";0;0;0;0;0;0,03;0,01;0,01
"domínguez";0;0;0,04;0;0;0,01;0,02;0,01
"1997";0,07;0,06;0;0,02;0,03;0,02;0,01;0,04
"molina";0;0;0;0;0;0,01;0,02;0,02
"relieve";0,02;0;0;0,06;0,03;0,01;0,01;0,01
"referenciación";0;0;0;0;0;0;0,02;0
"bi";0;0;0;0,01;0;0;0,01;0,04
"circunstancia";0,04;0;0,02;0,06;0,03;0,05;0,02;0,02
"ám";0;0;0,04;0;0;0;0;0,03
"bito";0;0;0,02;0;0;0;0;0,03
"plus";0,01;0;0;0;0,03;0,01;0,01;0,01
"gpts";0;0;0;0;0;0;0,01;0,02
"labor";0,04;0,12;0,06;0,08;0,09;0,05;0,08;0,13
"aconsejar";0,01;0,06;0;0;0;0,01;0;0,02
"mientos";0;0;0,02;0,01;0;0;0,02;0,03
"ci";0,05;0;0,09;0,02;0;0;0;0,01
"isla";0,04;0;0,09;0;0;0,02;0,01;0
"tación";0;0;0,06;0,02;0,03;0,01;0,04;0,04
"du";0,05;0;0;0,09;0;0,01;0,01;0,03
"magistral";0,01;0;0;0;0;0,01;0,01;0,02
"memorización";0;0;0;0,01;0;0,02;0;0,03
"consiguiente";0,01;0,06;0;0,08;0,09;0,01;0,01;0,02
"parcialmente";0,01;0,06;0,02;0,02;0;0;0,01;0,02
"titulaciones";0;0;0;0,02;0;0,01;0,01;0,01
"elevar";0,02;0;0,09;0;0;0,03;0,04;0,05
"ideológico";0;0;0;0,01;0;0,01;0;0,01
"aca";0;0;0,04;0;0;0,01;0,01;0,02
"démico";0;0;0,02;0;0;0;0;0,01
"frecuentemente";0,02;0;0,02;0;0;0,01;0,01;0,02
"inadvertido";0;0;0;0;0;0,01;0;0,01
"constitucional";0;0;0,02;0,01;0;0;0,01;0
"ren";0;0;0,02;0,01;0;0;0,01;0,02
"dimiento";0;0;0;0;0;0;0;0,01
"aunar";0;0;0,02;0;0;0;0,01;0,01
"localización";0,14;0;0;0,01;0;0,01;0,01;0,02
"amplifica";0;0,06;0;0,02;0;0;0;0,02
"exponencialmente";0,04;0;0,04;0,03;0;0,01;0,01;0
"faltar";0,04;0;0;0;0,09;0,02;0;0,01
"tecnológi";0;0;0,04;0;0;0;0;0,01
"ocultar";0,04;0;0;0,01;0,06;0,01;0,01;0,01
"semejante";0;0;0;0;0;0,01;0,01;0
"sición";0;0;0,06;0;0;0;0,01;0,01
"democracia";0,01;0;0;0,05;0,03;0,05;0,05;0,04
"territorial";0;0;0;0;0;0;0,01;0,02
"conectividad";0,05;0;0,09;0,09;0,03;0,04;0,05;0,07
"nido";0;0;0;0;0;0,01;0,02;0,03
"renunciar";0;0;0;0;0;0;0,01;0,01
"dios";0,01;0;0;0;0;0,05;0,02;0,04
"fica";0;0;0,02;0,01;0;0;0,01;0,01
"burgos";0;0;0;0;0;0;0,01;0
"roig";0;0;0;0;0;0;0;0,01
"epistémico";0,01;0;0;0;0;0;0,01;0,01
"condicionar";0,01;0;0;0;0;0,02;0,02;0,01
"desa";0;0;0,22;0,01;0;0,02;0,03;0,08
"interferir";0;0;0;0,03;0;0,01;0;0,02
"apren";0;0;0,04;0,01;0,15;0,03;0,05;0,11
"dizaje";0;0;0,06;0,01;0,09;0,01;0,04;0,08
"am";0;0;0,06;0;0;0;0,02;0,03
"académi";0;0;0,04;0;0;0;0,01;0,01
"fraudulento";0,01;0;0;0,01;0;0;0,01;0,01
"perspec";0;0;0;0,02;0;0,01;0,01;0,01
"tiva";0;0;0,02;0;0;0;0,02;0,07
"interdisciplinariedad";0;0;0;0;0;0,02;0,01;0,01
"mico";0;0;0;0;0;0;0,01;0,01
"meramente";0;0;0;0;0;0,02;0,01;0,02
"peda";0;0;0;0;0;0;0,01;0,01
"vertiente";0;0;0;0;0;0;0,01;0,01
"ter";0;0;0;0;0;0,01;0,01;0,02
"cibernética";0,03;0;0,19;0,01;0;0;0,01;0
"cuántico";0,01;0;0;0,02;0;0;0,02;0
"blockchain";0,01;0;0,15;0,03;0;0,02;0,02;0,01
"cer";0;0;0,04;0;0,03;0,01;0,02;0,02
"meter";0,01;0;0;0;0,03;0,03;0,02;0,02
"abstracción";0,01;0;0;0;0;0,02;0,01;0
"inferencias";0,01;0,06;0;0,02;0;0,02;0;0
"lectivo";0;0;0;0;0;0;0;0
"autopercepción";0,01;0;0;0;0;0;0,01;0,02
"herramien";0;0;0,02;0;0;0,01;0,02;0,04
"tas";0;0;0,09;0,02;0;0,03;0,05;0,11
"contes";0;0;0;0;0;0,02;0;0
"versatilidad";0,01;0;0;0;0,03;0;0,05;0,02
"intersección";0;0;0,02;0,03;0;0,02;0,04;0,03
"prevalencia";0,01;0;0,02;0;0;0;0;0,01
"ele";0;0;0,04;0;0;0;0,01;0,02
"repartir";0,01;0;0;0;0;0,02;0,01;0,01
"amplitud";0,01;0;0;0;0;0,01;0,01;0,01
"intensidad";0;0;0;0;0,24;0,03;0,01;0,01
"interac";0;0;0;0;0;0,01;0,01;0,02
"favorable";0;0;0,02;0,02;0;0,01;0,02;0,02
"prác";0;0;0,02;0;0,06;0,02;0,01;0,03
"totalidad";0,02;0;0,04;0,03;0;0,01;0,03;0,04
"matricular";0;0;0;0;0;0,02;0,01;0,01
"ries";0;0;0,06;0;0;0;0;0,01
"gos";0;0;0,02;0;0;0;0,01;0,02
"independencia";0,02;0;0,02;0,03;0,03;0,02;0,01;0,01
"bachillerato";0;0;0;0;0;0;0,05;0,06
"situar";0,15;0,12;0,09;0,04;0;0,06;0,09;0,08
"sultados";0;0;0;0;0;0;0;0,01
"luación";0;0;0;0;0,03;0;0,01;0,04
"alum";0;0;0;0;0;0;0,01;0,06
"bles";0;0;0,09;0;0;0;0,01;0,02
"veinte";0,07;0;0;0;0;0,03;0;0,01
"obligar";0,03;0;0,02;0,04;0,09;0,07;0,04;0,07
"compa";0;0;0,06;0;0;0;0;0,01
"ración";0,01;0;0,09;0,01;0;0;0,02;0,05
"necesa";0;0;0,02;0;0;0;0,01;0,01
"adherir";0,01;0;0;0;0;0,02;0,01;0,01
"diversificar";0,02;0;0;0;0;0,01;0,02;0,02
"herra";0;0;0,02;0;0,03;0,02;0,05;0,11
"mientas";0;0;0,02;0;0,03;0,02;0,03;0,08
"men";0;0;0,02;0,05;0;0,01;0,01;0,03
"localizar";0,02;0;0;0,02;0;0,01;0,02;0,01
"situa";0;0;0;0;0;0;0;0,02
"constatar";0;0;0;0,02;0;0,02;0,03;0,02
"rea";0;0;0,04;0,02;0;0,02;0,02;0,03
"lizar";0;0;0;0,01;0;0;0,01;0,02
"causa";0,05;0;0,04;0,04;0,06;0,06;0,04;0,03
"pu";0;0;0,02;0;0,06;0;0;0,01
"bús";0;0;0,02;0;0;0;0,01;0,01
"imposibilidad";0;0;0;0,02;0;0;0;0
"dialnet";0;0;0;0;0;0;0,01;0,01
"tro";0;0;0,09;0,01;0;0,01;0,01;0,02
"porcentaje";0,02;0;0,19;0,07;0;0,06;0,06;0,16
"índole";0,01;0;0,02;0,02;0;0,01;0,01;0,02
"tico";0;0;0,06;0,01;0,03;0,01;0,02;0,02
"tarse";0;0;0;0;0;0;0,01;0,01
"rendi";0;0;0;0,01;0;0;0;0,01
"inte";0;0;0,13;0,03;0,12;0,01;0,05;0,06
"ligencia";0;0;0,04;0,02;0,03;0;0,01;0,01
"estu";0;0;0,06;0,01;0;0,02;0,07;0,2
"complemente";0;0;0;0;0;0,01;0,01;0,01
"sutil";0,02;0;0;0,03;0,06;0,01;0,01;0,01
"bre";0;0;0,13;0;0;0,01;0,02;0,05
"espinoso";0,01;0;0;0;0;0;0,01;0,01
"vidad";0;0;0,04;0;0;0;0,01;0,03
"cesidad";0;0;0;0;0;0;0;0,01
"incentivar";0;0;0,11;0,13;0;0,03;0,01;0,02
"gital";0;0;0,04;0;0;0;0,01;0,01
"inmersivo";0;0;0;0;0;0,01;0,01;0,01
"tos";0;0;0,41;0,04;0;0,13;0,07;0,09
"modificar";0,04;0;0,04;0,03;0,03;0,06;0,1;0,06
"objetividad";0,01;0;0;0,01;0;0,02;0,02;0,01
"carrera";0,1;0,06;0,04;0,08;0,03;0,09;0,11;0,07
"imparable";0;0;0;0;0;0;0;0,01
"convocar";0;0;0;0,02;0;0,01;0,01;0,01
"abogar";0;0,06;0;0,04;0;0,02;0,02;0,01
"ma";0,12;0,06;0,34;0,08;0;0,03;0,06;0,14
"inducir";0,01;0;0,02;0,03;0;0,01;0,01;0,01
"imitación";0,01;0,12;0;0;0,03;0,03;0,01;0
"beltrán";0;0;0;0;0;0;0,01;0,02
"ro";0;0;0,13;0,01;0;0,01;0,01;0,02
"prometedora";0;0,06;0;0;0;0,01;0,01;0,02
"dialéctica";0,01;0;0;0;0;0;0;0,01
"constancia";0,01;0;0;0;0;0,01;0;0,01
"má";0;0;0,04;0,01;0;0,01;0;0,01
"turnitin";0;0;0;0,03;0;0,01;0,01;0,05
"coincidencia";0,01;0,06;0;0,02;0;0,01;0,01;0,01
"tección";0;0;0,02;0;0;0;0,01;0,01
"diente";0,01;0;0;0;0,03;0;0;0,01
"llamativo";0;0;0;0;0;0,02;0,01;0,02
"denotar";0;0;0,04;0,02;0;0,01;0;0
"ria";0;0;0,04;0,02;0;0,01;0,01;0,02
"limi";0;0;0,04;0,01;0;0;0,01;0,01
"tar";0;0;0,11;0,01;0,03;0,04;0,02;0,03
"aparentemente";0,07;0;0;0;0;0,02;0;0,02
"incidir";0;0;0;0,08;0;0,02;0,03;0,02
"clima";0,02;0;0;0,03;0;0;0,02;0,01
"detec";0;0;0,02;0,01;0;0,01;0;0,01
"instaurar";0,01;0;0;0;0;0,01;0;0
"sustantivar";0,01;0;0;0;0;0,01;0;0,01
"insuficiente";0,01;0;0,04;0,02;0;0,02;0,02;0,02
"sistemáticamente";0,01;0;0;0,01;0,09;0,02;0;0,01
"reali";0;0;0,02;0;0,03;0;0,01;0,02
"zar";0;0;0,09;0,01;0;0;0,02;0,03
"depurar";0;0;0;0;0;0;0;0,01
"pedagó";0;0;0;0;0;0,01;0,01;0,01
"gica";0;0;0,02;0;0,03;0,01;0,01;0,01
"rele";0;0;0,04;0;0;0;0,01;0,01
"vante";0;0;0;0;0;0;0;0,01
"cionales";0;0;0,06;0;0;0;0,01;0,01
"inteligência";0;0;0;0;0;0,02;0,01;0,09
"educação";0;0;0;0;0;0;0,01;0,11
"cuaderno";0;0;0,02;0;0;0,01;0,01;0,01
"pln";0;0;0,04;0,05;0,36;0;0,03;0,01
"mann";0,01;0;0;0,02;0;0;0,01;0,01
"coord";0;0;0;0;0;0;0,02;0,03
"pp";0,01;0;0,06;0,41;0,12;0,18;0,14;0,19
"díaz";0;0;0;0;0;0,02;0,06;0,06
"incursión";0,01;0;0;0;0;0;0;0,01
"bernal";0;0;0;0;0;0;0;0,01
"bravo";0;0;0;0;0;0;0,01;0,05
